Address,Bedrooms,Bathrooms,Last Update,Tenancy period,Viewed,Rated by,Rating,Subratings,author_name,author_role,comment_body,comment_time,Rent
38 Hellier Avenue Tipton,0,0,Aug 31 2015,Sep 2012 - Sep 2013,625 times,Doreen ,6.5/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.3', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0.5', 'Deposit refund': '1'}",,,,,£0
47 Fonmon Park Road Rhoose Barry,3,1,Aug 05 2016,May 2003 - Sep 2016,620 times,m-ward,5.2/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0.5', 'Deposit refund': ''}",M Ward,Tenant,"Landlord has decided to sell house, therefore this house won\'t be up for rental unless the new owner rents it out.",05-08-2016 11:18 AM,£575
"Apartment 220
The Collegiate
20 Shaw Street
LIVERPOOL
L6 1HA
UNITED KINGDOM",1,1,Dec 16 2019,Aug 2018 - Sep 2019,205 times,jackbillinge,4.8/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Jackbillinge,Tenant,"The landlady and letting agents (Reeds Rains City Living) were terrible. It took 8 months to fix the toilet (in the meantime I had to put my hand in the cistern every time I wanted to flush it) and they never fixed the blinds which were always hanging off. I must have sent hundreds of emails and spent hours on the phone just trying to get basic stuff done to no avail. When I moved into the flat the blinds, shower, toilet, fridge and floor tiles were all broken and it wither didn\'t get fixed or got poorly fixed.

The place was dirty when I moved in (e.g. toenail on the floor as it hadn\'t been hoovered). They still tried to charge me £150 for cleaning when I moved out. 

The only reason I moved out was due to the letting agents and landlord. It was a nice place to live but they made it stressful and unpleasant. If you do move in, take loads of photos as they will try to rinse you for your deposit.",16-12-2019 09:01 AM,£650
Flat 10 Lorton House Kilburn Vale London NW6,4,1,Feb 05 2017,Feb 2012 - Feb 2017,38 times,edmond-dantes,9.4/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.5', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",Edmond Dantes,Tenant,"We let the house through an agency. They let us manage it very independently. We have been choosing other tenants to share when one of us would live. No interference whatsoever. The agency checks on new tenants were basic. They really trusted us. The house was warm and nice, although a bit dark at times. A flat in a bloc with the regular ups and downs. But it was a nice place to live.",05-02-2017 03:17 PM,£0
"1 Holmes Grove
BRISTOL
BS9 4ED
UNITED KINGDOM",6,2,May 12 2020,Jun 2019 - Jun 2020,150 times,pqtyft,0.3/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '-5', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '1'}",PQTyft,Tenant,"The property has a significant rat issue. Both the agent and landlord were very aware of this prior to allowing us move in with three children under the age of six. We had the first five months with them running through the kitchen. Our concerns were initially ignored. The agents and landlord acted after the dishwasher had its water and electrical supply chewed simultaneously leaving an electrified pool on the kitchen floor. The holes in the kitchen floor have been subsequently blocked. This has to date prevented any rats entering the kitchen. They can be readily heard scratching under the floors and in the walls of the ground floor. The rat-man explained there is a drain issue that can not be resolved, meaning this issue will not go away!
There is a significant damp issue in the kitchen area. The attempted remedy was to paint inside the cupboards with damp resistant paint. This action failed. The lower cupboards in half the kitchen are usable unless you are prepared to remove items regularly to wash the mould off.
The kitchen and bathrooms are very tired although functioning. The toilet has a poorly designed u bend that continually blocks. Despite this being a design issue the agent will not repair it without charging the Tennant. 
The upstairs bedroom has squirrels living in the roof space. These are quite noisy and there is an increasing smell. 
These are all first world issues admittedly but when paying a premium and having small children living with rats, this is a real issue.",12-05-2020 03:05 AM,£2850
"206 St. Johns Road
COLCHESTER
CO4 0JR
UNITED KINGDOM",10,2,May 16 2023,Feb 2018 - Jun 2023,3 times,longtermtenant,1.3/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '0', 'Safety': '0', 'Traffic': '0', 'Energy Bills': '0.5', 'Landlord/Agents': '0.5', 'Deposit refund': ''}",Longtermtenant,Tenant,"The landlord lives in Thailand and has no dealings with the house unless he wants you out, which he will pursue aggressively, especially if you stand up to your rights! 
He has employed the previous owner as a property manager and she swans around like she still owns the place and barks orders around like a dog! She won\'t give out the landlord\'s contact details.
The house is supposedly being refurbished but the work is being completed by the property manager\'s brother and is extremely shoddy! A total bodge! It\'s mostly falling apart and barely gets \'fixed\' but they plough on with more works. It\'s obvious they just want to tart it up to increase value with the view to selling as soon as possible. DON\'T be fooled by initial appearances!
They will illegally charge you for use of the shed(s) and are even considering charging extra for parking. They are all about how much money they can earn from you, despite the extra charges being a breach of the Tenant Fees act 2019.
The washing machine regularly breaks down because there\'s 11 people living here and the property manager just leaves it for tenants to sort out. It\'s been out of order over two weeks now and no obvious attempt to get it resolved. 
Anybody looking to move here should take a LONG look at the place and make sure you ask LOTS of questions and be prepared to be fobbed off by an arrogant, snobby, nasty piece of work property manager who will begrudgingly be nice to you during the viewing but will then show her true colours once you\'ve moved in.
She will enter your room without notice to \'inspect\' and remove your property if she feels you shouldn\'t have it there, E.G Electric heaters (The house is centrally heated so you are not allowed additional heaters, even if your room is freezing!)",16-05-2023 01:56 PM,£500
69 Newcourt Uxbridge,0,0,Feb 05 2016,Jul 2015 - Jul 2016,61 times,Helllllllo,-0.2/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.75', 'Noise Levels': '0.25', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '0.5', 'Safety': '0', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,£0
Flat 5 Regal House Royal Crescent Ilford,2,1,Mar 10 2016,Aug 2015 - Jan 2016,165 times,maddy-anup,-1.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Maddy Anup,Tenant,We had terrible experience with the agents and also the landlord seemed helpful at first but later started to turn everything on us. Ghastly experience of mice infestation. Very poorly maintained property. Avoid!,10-03-2016 06:44 PM,£1300
"5 Clifford Court
Grange Road
BISHOP'S STORTFORD
CM23 5SH
UNITED KINGDOM",1,1,Mar 23 2020,Jul 2019 - Mar 2020,6 times,someone,8.8/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': ''}",Someone,Tenant,"The flat is very clean and well maintained. At first the Agency/Landlord accommodated every of our wish and they checked electricity, gas, boiler, alarms etc.
It is in a very good place close to shops and station. Rent is reasonable, though it\'s a tiny flat.
We liked it at first, but all ends here.
Soon we found out that one of our neighbour at no.2 right under our flat on ground floor cannot and won\'t consider that this is a flat and others living here too.
We could never listen any other neighbors. She is talking so loud that we can clearly hear. Screaming, shouting at the kids and than the kids crying or shouting back too. Or she exercising them loudly and they running up and down, jumping that the walls moving They are throwing things around, slamming doors. This is now a routine every day. Morning from 7am, nearly all day. She and the kids running and moving so loud that our walls shaking too. Very loud people in everything they do. Pulling furniture or things around daily. 
We tried to ask them to be a bit more quiet, but her neighbour who is part of the Housing Management protecting her. 
Last time she told us f..off. They are home all day thinking the whole flat is for them. We have to work to pay rent and bills. Working shifts mainly at night. So because of them I mostly just sleep 3 hours than doing a 12 hours shift. That\'s impossible long term. 
People who actually work cannot live here and also not welcome as won\'t be listened to or helped. Rest is impossible here. Cannot put up with all these noise pollution 1long term
Looking the way out and wish we never moved here. It\'s a pity because otherwise it\'s a good place.",23-03-2020 06:25 AM,£800
13 Purdy Street London E3,4,1,Jun 28 2016,Dec 2015 - Apr 2016,1878 times,marion,4.5/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0', 'Safety': '0', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '1'}",Marion,Tenant,"PROPERTY TO BE AVOIDED
- Property full of AirBnB guests : no ability to bond with anyone, high level of turn over 
- Not trustworthy: the managing agents tried to get extra money from me TWICE (wanted me to pay for gardening service AFTER I left by removing £45 from my deposit for a task that hadn\'t been done yet ; as I hadn\'t canceled a standing order to pay my rent, the managing agent removed £12,5 from the rent I transferred by mistake, to transfer it back to me, due to \""extra work\"" !!)
- Didn\'t feel safe : as the managing agents didn\'t say when a new tenant was moving in, I was afraid of meeting strangers in my own house every day  >> one night I came back and found a \""stranger\"" in the house. How could I know he was a tenant if I didn\'t know someone was moving in ?!!
- Rude : the managing agents never told when they were coming, came into the house when they wanted, opened the door and walked into the house without waiting for me to open the door.
- Poor quality of service : one of the managing agents was supposed to speak French (told me by email before we met) and when I wanted to speak in French, spoke in english on purpose, even though no native people were around... not helpful when you just arrived in a new city.
- Really expensive for the area : £820 (bills NOT included) > £900 pm for a 9m2 room",28-06-2016 07:02 AM,£900
"4 The Parkway
Willerby
HULL
HU10 6BA
UNITED KINGDOM",3,1,Aug 01 2019,Dec 2014 - May 2019,95 times,robecky72,3.6/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '0', 'Induction': '0', 'Parking': '0', 'Safety': '1.5', 'Traffic': '0', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Robecky72,Tenant,"Rented this property back in 2014 (until 2016).  We noticed there had been an issue in the lounge with mould as the wallpaper was very badly stained but we assumed that cause of damp had been fixed.  Also the wallpaper in the kitchen was black in places  but stains looked old so again assumed problem had been dealt with but property had not been redecorated.  
We took the property because of its size and were very limited with choice at the time.  The night we moved in, we had an issue with the heating and there was a power cut so we ended up sleeping on the floor, didnt realise until many months later into the tenancy that the lounge floor was concrete and there was massive cracks in it which had caused damp issues in lounge.  Our energy bill went up because it was a cold house (the patio doors, window frames and also back door were very dated, aluminium and not fit for purpose).  This was another cause of the excessive damp and condensation problem we experienced.  We met with the landlord and he seemed nice enough but our opinion of him changed over the course of the tenancy.  He lived around the corner so would quite often turn up unannounced and had no concept of  \""Quiet Enjoyment\"". On one occasion one of the glass lamp covers in the front room fell off, it was that old.  Luckily it did not happen when anyone was around.  Unfortunately this made the light pendant dangerous because part of the electrics of the light was now exposed and when it was switched on it had live electricity flowing through it. We asked that something be done about it.  The landlord was adamant, he wanted the light to stay as it was, because the light was old it could not be replaced but the landlord was fond of it, he had previously lived in the house and was obviously attached to it and did not want his house changing.  Eventually common sense prevailed and a new pendant was fitted but we felt it should have been dealt with immediately because of the safety issue.    Winter of 2015 was really bad.  Freezing cold house when heating switched off, damp everywhere.  It became obvious house had been rented out to us with nothing been done about the damp.  We also noticed there was structural damage to the brickwork outside of the house which would have contributed to the damp.  We ended up moving out because situation was intolerable,  I remember on one occasion I was cooking a pan of pasta and didnt notice the large slug that was clinging to the side of the pan.  We had a lot of slugs because of damp.  When we moved out, landlord tried to take all of our deposit and the letting agents Quick and Clarke did not really help.  Landlord accused us of ruining work surfaces (which was obviously not true) We needed to get our deposit back so we agreed to let him have £120 to pay for new work surfaces.  Have noticed property is now up for rent.  Work surfaces are still the same so he just pocketed £120 of our money  Have noticed lounge has been painted over, one of the bedrooms has been re-wallpapered but I would urge anyone looking to rent this property to check for signs that the damp has been dealt with and if unsure ASK, the house is one of the worst we have ever rented.  Landlord also said a funny thing, said we were nice tenants and he didnt really want to take our deposit, so why did he take a big chunk of it.",01-08-2019 06:46 AM,
"47A Belmont Hill
LONDON
SE13 5AX
UNITED KINGDOM",4,2,Feb 13 2021,Mar 2016 - Aug 2016,142 times,wtfwyltk,5.7/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '0'}",Wtfwyltk,Tenant,"Landlord did not put my deposit in protection scheme. Landlord broke the \\\""right to privacy\\\"" rule within the Housing Act, and within my 6 months living here let herself in to the shared flat most weeks to sit in the kitchen doing her business, disturbing me in the shower one time, having her friend over till 11pm one night whilst she was setting up a fellow tenants\\\' furniture which she had not sorted out before he had moved in!
She also dealt with a charlatan agency who let himself into the flat and harassed me trying to get us to sign a new contract increasing the rent by £300! Upon several requests for him to leave my home, he only left when I had to call the police and the landlord!",13-02-2021 08:50 PM,£1250
12A East Gardens London SW17,2,1,Apr 10 2017,Apr 2015 - Apr 2017,33 times,lauren-m,6.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.3', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '0'}",Lauren m,Tenant,"The property inside was fair--nice light in living room in the day, some cute details like towel ladder in bathroom and fancy knobs on some of the doors, nice bedroom size.  The outside of the property was ugly and there was often trash everywhere.  Very loud neighbours in the back--mostly domestic violence issues which were addressed numerous times with police.  (Downstairs neighbour respectful about turning music down, keeping front area as clean as possible.)  I am mostly writing this because of the landlords.  The husband, very nice, fixed the numerous broken things in a timely manner, but the wife has been rude and extraordinarily unreasonable about level of cleanliness during tenancy as well as the end of tenancy checkout.  She required inspections randomly and chastised us as if we were children about normal wear and tear--which we found patronising and unprofessional.  We were excellent tenants (and I, myself, want things very clean and tidy all the time).  She required an end-of-tenancy professional cleaning, and was not satisfied after we paid almost £300.  She took about £300 from our deposit money to do a \""top up\"" clean.  She would not negotiate with us, and became ruder and ruder.  Although it may sound petty, her husband once said (in a light, joking manner) that his wife \""has fired every single cleaning company we\'ve ever had,\"" and that, to me, was a warning sign that I didn\'t take seriously enough.  So, in summary: the property was a two out five considering the dingy environment and terrible back neighbours--and although Matt was nice, his wife made the experience of living there miserable.  We felt that we always had eyes watching us, and that nothing was good enough in terms of cleanliness and normal wear and tear.  Let alone her condescending rudeness.",10-04-2017 07:52 AM,£1400
"Flat 1
Legends Court
Oxley Street
WOLVERHAMPTON
WV1 1QN
UNITED KINGDOM",1,1,Mar 25 2021,Aug 2020 - Mar 2021,29 times,pleaselisten,0.8/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.25', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': ''}",Pleaselisten,Tenant,"Firstly, i do not rent from flat 1, for anonymity sake while I still have to rent here until the end of the contract I put flat 1. I have not included pictures as this would also reveal my identity, there are a few of us “red flag tenants” who report a lot because there is a LOT to report.. please listen.. 

Dixon’s is the estate agent for Legends Court in Wolverhampton, this place overall is tragic. Don’t be enticed by the cheaper rent, free water/I hated parking/WiFi  (which disconnects as often as connects) or free laundry (1 washer 1 dryer for 35 flats, DIY laundry room featuring black mould and condensation)

Ask for an in person tour first before you sign anything, the building was converted from a nightclub and apparently has a flat roof which means problems are only going to get worse.

The walls are thin, the window condensation, mould and fungus flies is a disgrace.

From ground floor to top floor, multiple tenants have experienced leaks. The summer wasn’t so bad but winter was terrible, the caretaker isn’t trained to do professional fixes but this is the person used to do work we’re told “contractors” are doing.

There is no onsite security beyond 8am-2pm on weekdays, if the fire alarm goes off there is no fire marshall and everyone has to wait outside in the freezing cold unless you have a car and coordinate with the fire services while waiting for the landlord or caretaker to answer their phones or arrive

You cannot change electric provider although there is lawful entitlement to, if you’re going to brave it, buy your own lamps and invest in an oil heater, the bulbs used as standard could be their own heat source, and on average here a tenant spends £30 on electric per month, about £7.50 a week - it takes about £2 for the heater to even heat up let alone reach the entire studio

Check that inventory form, I didn’t and I wish I’d met a neighbour who did, so many issues were left out as this was conducted before I even arrived to sign for the keys, I just hope my deposit won’t suffer too badly

If you’re not familiar with the area, it’s right near the university and the football stadium as well as the city centre and easy transport links for the bus or drivers - this means the traffic can be horrendous and so can the noise disruption

Most of the flats are south facing so the light is decent when it’s sunny, and the flats get very hot over the summer

The caretaker, landlord and Dixon’s Wolverhampton staff are nice people by their own merits, but in their roles they unfortunately do an utter disservice in the way they handle the shocking amount of avoidable maintenance problems that keep happening

Most of the tenants are students or post grads who like myself were enticed by a lot of the included things, but, in hindsight I see that these “bonuses” are there because if they weren’t this building would be vacant all year around.

Every time I see a new person on a tour part of me wants to tell them to run while they can, this is the closest I can do until this contract is up

If you’re joining legends court - good luck to you, and you can find solidarity in most of the tenants here, the general consensus is that we’re all stuck so no one is trying to make that any worse, ask an experienced tenant for a laundry machine 101, and lastly, you will feel better if you don’t look up at the sky lights or walls around the building year round, the orange and black mould is a mood downer...",25-03-2021 08:59 AM,£450
"Flat 2
3 Cargreen Road
LONDON
SE25 5AD
UNITED KINGDOM",2,1,Jul 07 2020,Aug 2019 - Jun 2020,75 times,amanda-henry,3.7/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0.5', 'Deposit refund': ''}",Amanda h,Tenant,"There were far too many issues with equipments and appliances provided. Some did not function others were very dirty. 
Landlord chooses when he wants to respond to any correspondence or communication. Landlord was rude and disrespectful to the point of calling me a scammer when he was asked to clarify the amounts he wishes to deduct from my deposit.",07-07-2020 09:46 PM,
Flat 12 Everist Court 63 Station Road Lyminge Folkestone,1,1,Feb 09 2018,Jul 2014 - Oct 2017,1783 times,gillian-abbott,7.8/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.3', 'Safety': '0', 'Traffic': '0.5', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",Gillian Abbott,Tenant,"The flat was lovely. Easy to heat and maintain. Nice, friendly adjacent neighbour. Landlord responded quickly to requests for repairs. Near to Age UK Jubilee Centre which offers hot meals and company for aged residents as well as classes in meditation, art, exercise and also offers communion.
On the other hand, my car was severely vandalised in the car park to the Court,
There are several residents in the court who suffer from alcohol and drug problems which caused anti social behaviour on a frequent basis.
I was so very glad to move out of the property. The flat itself was lovely but the crime rate and anti social behaviour was unacceptable.",09-02-2018 09:58 AM,£380
"Flat B
17 Carlisle Street
CARDIFF
CF24 2DQ
UNITED KINGDOM",1,1,May 28 2021,Mar 2020 - Jun 2021,4 times,incardiff,4.8/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '0', 'Traffic': '0', 'Energy Bills': '0.5', 'Landlord/Agents': '0', 'Deposit refund': '1'}",Incardiff,Tenant,"Okay property. Good size and nice to have an upstairs and downstairs. 
Was extremely dirty when I moved in and took a long time and investment to clean. Most lightbulbs weren’t working when I moved in. 
Water coming through the window in the bathroom which was reported numerous times, ignored and not fixed. 
They did replace the oven. 
Other fixtures and fittings were worn and nearly broken. Nowhere suitable to keep bins. The communal hallway was filthy and remained so when I moved out even though I was told it was going to be cleaned. The front door to the hallway felt very unsafe and was often left open. 
They also advertised when I moved out with an upped the rent of £600pcm. I was paying £500pcm and I was there for a year. 20% increase - way above inflation, why rent rises should be regulated more tightly. A massive rip off for the next person. 
I wouldn’t consider living in the area again, very ropey and I witnessed a lot of crime.",08-08-2021 04:20 PM,£500
20 Tupelo Road London E10,4,1,Mar 15 2016,May 2014 - Aug 2016,347 times,aniko-gulyas85,3.9/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '0', 'Induction': '0', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Aniko.gulyas85,Tenant,"We live here since May 2014. All paintings and renovations were completed by us. We are really take a good care of this property. Cleaned the floor carpet every 6 months with a rented carpet cleaning machine, kept the courtyard in an organised condition, painted all the rooms, the bathroom and the kitchen to make ourselves more comfortable. However every time something had to be changed in the property like washing machine or fridge the landlord raised the rental price. 
Since the end of February our combi boiler has stopped working and the landlord only gave us promises to fix it. Claims it is our fault that is not working and should be our cost to change it,too. Clearly this boiler has not been serviced and checked in the past 5 years at least. This is the 3rd week we are left without heating although we do have some warm water occasionally. I had to go to the swimming pool for a week to have at least a proper hot shower once at the end of day.
There is promise that the boiler will be changed this week however we all hope this is really going to happen. 3 different repair guys were sent here but they were not willing to touch it just advised it has to be changed to a new one immediately. If it won`t happen and the cost will forced upon us I believe this is the time to take legal action.
The landlord also said if we do not like the state of the house we can move out. We all have these conversations in writing. 
Although none of us wants to move and the house is always clean and tidy we would love to stay here as long as we can but without heating and warm water I believe this won`t really happen. 
We always paid the rent on time and had not ask a single penny for the painting and entire cleaning but I believe the situation we are left in, is really one-sided.
Besides there is some violent crime once/twice a year in the street. Nothing serious has happened to us so far and thank God the police comes very quick in the event of emergency. The neighbourhood is kind and quiet. Although I would sleep better if we would have CCTV`s installed around the corner. 
The airplanes are coming every 2 minutes to land on City Airport just above the house howevere I must say it does not make extra unbearalbe noise. 
There is a free parking space availabe in the whole area. 
There is also a rubbish-shoot nearby that spreads foul smell a few times in a year which is a bit unpleasant but so far we did not have to report any additional inconvenient situation. 
The streets are clean and had no reported rubbery amoung our neighbours either.",15-03-2016 06:08 AM,£1350
10 Ten Acre Mews Birmingham,3,2,Oct 19 2017,Jul 2015 - Jul 2016,313 times,alexfromabove1979,6.5/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '0'}",AlexFromAbove1979,Tenant,"A nice property owned by an unrealistic tyrant. Connells letting agency managed the property well, but the owner forced ridiculous demands regarding our deposit on them. Enter at your own risk.",19-10-2017 10:57 AM,£900
"6 Home Road
LONDON
SW11 3EZ
UNITED KINGDOM",6,3,Oct 07 2019,Mar 2019 - Sep 2019,263 times,florenciam,-2.8/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': ''}",Florenciam,Tenant,"The house has several structural problems: we experienced power cuts, blocked sinks, no hot tap water, leaking showers, the Wi-Fi is temperamental and often doesn’t work and the window frames are rotten. In addition, there are mice. 
She was not only not responsive enough about the house matters but also she was invasive and rude. She moved our clothes outside even when it was rainy as she doesn’t allow personal items in communal areas; she threw away our kitchen equipment without telling us and also entered in our locked bedrooms with her own keys without any notice several times. She was reluctant to provide any reference for my new place and asked for money to come and do an inspection in the property.",07-10-2019 11:47 AM,£820
"Flat 6
Hillhurst Court
South Road
LONDON
SE23 2UE
UNITED KINGDOM",2,1,Dec 04 2020,Sep 2019 - Jan 2021,4 times,mgc202,5.5/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': ''}",Mgc202,Tenant,"Serious mould issues. The landlord provided dehumidifiers and mould resistant paint but the issue seems impossible to fix.

The neighbours are very intolerant. The downstairs neighbour came and tried to shut down our New Year\'s Eve party at 15 mins after midnight which ruined the night",04-12-2020 05:21 AM,£1300
"Flat 41
Arctic House
3 Heritage Avenue
LONDON
NW9 5FL
UNITED KINGDOM",1,1,Nov 02 2020,Sep 2018 - Sep 2020,202 times,piotr8888,3.9/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Piotr8888,Tenant,"Good things
-	Close to a train station
-	Good quality building
-	Warm flat – heating is rarely required
Bad things:
-	Landlord is extremely difficult to communicate with. Any fixes take a lot of time and you are constantly blamed for everything. Before they replace something, they try to fix it in the cheapest way. For example, they fixed an electric boiler with a duct-tape… It was so bad that it started melting at night. I woke up in the middle of night so terrified because the room was full of smoke. At the end, they were trying to put blame on me rather than apologize for that.
-	Still fighting for my deposit – the process is deliberately delayed, for example by ignoring my emails
-	Intimidating check out process, ended up paying much than a fair price
-	A lot of noise from downstairs pub – the area is getting very crowded
-	Electric shower is much more expensive than gas-heated water
-	During checkout, I was told a lot of lies, accusations etc Extremely unpleasant situation. 

Overall:
If you can afford something else, stay away as dealing with the landlord is very intimidating and you will lose more money at the end.  If something gets broken in your house (for example a washing machine) the landlord will blame you and you will need to wait a lot of time to get it fixed.",02-11-2020 04:39 PM,£1000
